path	check	status	detail
knowledge_external	external_root_exists	PASS	knowledge_external
knowledge_external/records/good_unverifiable.json	record_id_present	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	claim_present	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	epistemic_class_valid	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	source_present	FAIL	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	date_accessed_present	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	relationship_valid	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	not_project_grounded_marker	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	why_unverifiable_present	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_unverifiable.json	not_cited_as_project_evidence	PASS	SYNTH_GOOD_UNVERIFIABLE
knowledge_external/records/good_verifiable.json	record_id_present	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	claim_present	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	epistemic_class_valid	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	source_present	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	date_accessed_present	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	relationship_valid	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	not_project_grounded_marker	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	future_grounding_route_present	PASS	SYNTH_GOOD_VERIFIABLE
knowledge_external/records/good_verifiable.json	not_cited_as_project_evidence	PASS	SYNTH_GOOD_VERIFIABLE
