axis	genes	class	direction	modality	local_breadth	negative_breadth	state_coupling	ms_anchor	ms_anchor_delta	ms_anchor_p	genetics_disease_count_existing_v3	genetics_ready_score	direct_selective	manual_druggability	manual_safety	manual_prior_risk	europepmc_autoimmune_hit_count	clinicaltrials_autoimmune_count	chembl_nM_activity_count_first4_genes	tolerance_axis_score	n_gate_failures	gate_failures	wave33_call	manual_blocker	gwas_catalog_autoimmune_hit_count	gwas_catalog_min_p	gwas_catalog_trait_count	gwas_catalog_traits
BTLA_HVEM_CHECKPOINT	BTLA;TNFRSF14;TNFSF14	coinhibitory checkpoint	agonize BTLA inhibitory signaling or tune HVEM network	agonist antibody or ligand biologic	3.0	0.0	0.0	False	0.4652328150134472	0.1529206114338398	0.0	0.0	False	1.5	1.0	high	4154	1	0	7.15	3	ms_anchor_or_explicit_non_ms_lead;correct_direction_druggable_modality;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	Wave19 parked BTLA: recurrence without state coupling and crowded checkpoint biology.	39	8e-33	11	Autoimmune thyroid disease;Celiac disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Graves' disease;Inflammatory bowel disease;Multiple sclerosis;Multiple sclerosis (MTAG);Primary sclerosing cholangitis;Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Ulcerative colitis
CD6_ALCAM_INTERFACE	CD6;ALCAM	T-cell/APC adhesion-costimulation interface	block pathogenic CD6-ALCAM interaction	anti-CD6 biologic precedent	1.0	0.0	0.0	True	1.1971893181105138	0.011358315736507	0.0	0.0	False	2.5	1.0	high	2366	6	0	6.050000000000001	2	local_cell_state_support;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	Potentially tractable but prior-arted; V3 local cross-disease and MS anchoring are not established.	21	2e-29	9	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Erectile dysfunction in type 1 diabetes;Graves' disease;Inflammatory bowel disease;Multiple sclerosis;Multiple sclerosis (MTAG);Type 1 diabetes;Ulcerative colitis
LAG3_MHCII_CHECKPOINT	LAG3;HLA-DRA;HLA-DRB1;CD74	coinhibitory receptor/HLA-II checkpoint	agonize LAG3-like inhibition or avoid MHC-II collapse	LAG3 agonist concept; MHC-II targeting not acceptable	4.0	2.0	0.0	True	0.5595599447223121	0.057765674762618	0.0	1.0	False	1.5	0.75	high	35036	21	25	5.225	3	correct_direction_druggable_modality;safety_not_obviously_unacceptable;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	LAG3 itself is locally negative; HLA-II/CD74 support would just recycle the exhausted module.	233	0.0	77	ACPA-positive rheumatoid arthritis (smoking interaction);Atopic dermatitis;Binding antibody response to interferon beta therapy in multiple sclerosis (antibody levels; IFNβ-1a subcutaneous and intramuscular);Binding antibody response to interferon beta therapy in multiple sclerosis (antibody levels; IFNβ-1a subcutaneous);COVID-19 hospitalization or rheumatoid arthritis (MTAG);COVID-19 hospitalization or systemic lupus erythematosus (MTAG);COVID-19 infection or rheumatoid arthritis (MTAG);Childhood onset ulcerative colitis;Chronic lymphocytic thyroiditis (PheCode 245.21);Coeliac disease;Colorectal cancer vs inflammatory bowel disease;Crohn's disease;Crohn's disease (Tractor method with European ancestry);Cutaneous lupus erythematosus (PheCode 695.41);Extraintestinal manifestations in inflammatory bowel disease (primary sclerosing cholangitis);FEV1 or inflammatory bowel disease (pleiotropy);FEV1/FVC or inflammatory bowel disease (pleiotropy);FVC or inflammatory bowel disease (pleiotropy);Graves' disease;Graves' disease (PheCode 242.1)
BACH2_IKZF_TREG_PROGRAM	BACH2;IKZF1;IKZF3;FOXP3	Treg/lymphocyte transcriptional tolerance program	restore tolerance transcriptional program	no selective direct modality; degraders would likely point wrong way	1.0	1.0	0.0	False	0.0639214390808105	0.2980719423940499	0.0	0.0	False	0.5	0.75	medium	54777	68	0	5.125	5	local_cell_state_support;ms_anchor_or_explicit_non_ms_lead;correct_direction_druggable_modality;safety_not_obviously_unacceptable;not_prior_art_blocked	NO_GO_TOLERANCE_AXIS	Strong conceptual genetics class, but transcription-factor restoration is not a tractable selective therapeutic package here.	160	9e-60	43	Ankylosing spondylitis;Atopic dermatitis;Autoimmune thyroid disease;Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis);B-cell lymphoblastic leukemia or Crohn's disease (pleiotropy);B-cell lymphoblastic leukemia or inflammatory bowel disease (pleiotropy);B-cell lymphoblastic leukemia or multiple sclerosis (pleiotropy);B-cell lymphoblastic leukemia or primary biliary cholangitis (pleiotropy);B-cell lymphoblastic leukemia or rheumatoid arthritis (pleiotropy);COVID-19 hospitalization or rheumatoid arthritis (MTAG);Celiac disease;Celiac disease and Rheumatoid arthritis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Graves' disease;Hashimoto thyroiditis;Inflammatory bowel disease;Inflammatory bowel disease x sex interaction (2df);Lupus nephritis;Lymphocytic thyroiditis
TNFRSF4_OX40_AXIS	TNFRSF4;TNFSF4	T-cell costimulation	block OX40/OX40L costimulation if pathogenic	anti-OX40/OX40L biologics	2.0	1.0	0.0	False	1.3576975710509442	0.17928608394651	0.0	0.0	False	2.5	1.0	high	2317	6	0	5.049999999999999	3	local_cell_state_support;ms_anchor_or_explicit_non_ms_lead;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	Costimulation axis is crowded and local V3 support is narrow; intervention direction is not MS/progression-specific.	52	3e-90	13	Atopic dermatitis;Celiac disease;Crohn's disease;Inflammatory bowel disease;Multiple sclerosis;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Severe COVID-19 or systemic lupus erythematosus (inverse variance);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Systemic lupus erythematosus and Systemic sclerosis;Systemic seropositive rheumatic diseases (Systemic sclerosis or systemic lupus erythematosus or rheumatoid arthritis or idiopathic inflammatory myopathies)
IL7R_TCELL_SURVIVAL	IL7R;IL7	T-cell survival/homeostasis cytokine receptor	block IL-7R signaling in IL7R-high inflammatory states	anti-IL7R antibody or receptor blockade	3.0	2.0	0.0	False	1.2796672366912007	0.2921718370168318	0.0	0.0	False	2.25	0.75	high	13926	19	0	3.8000000000000007	3	ms_anchor_or_explicit_non_ms_lead;safety_not_obviously_unacceptable;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	IL7R is locally recurrent but behaves as generic immune-cell/cytokine biology; target-resolved genetics and selective benefit are absent in V3.	37	3e-99	14	Ankylosing spondylitis;Atopic dermatitis;Autoimmune thyroid disease;B-cell lymphoblastic leukemia or multiple sclerosis (pleiotropy);Multiple sclerosis;Multiple sclerosis (MTAG);Primary biliary cholangitis;Primary biliary cirrhosis;Psoriasis;Skin condition (ex. Eczema, Psoriasis);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Type 1 diabetes;Ulcerative colitis
CD226_TIGIT_PVR_BALANCE	CD226;TIGIT;PVR;NECTIN2	coinhibitory/costimulatory receptor balance	block CD226/DNAM-1 or agonize TIGIT-biased inhibition; avoid oncology-style TIGIT blockade	antibody or ligand-engineering biologic	2.0	1.0	0.0	False	0.196143512329753	0.3764303817680995	0.0	0.0	False	2.0	1.0	high	10594	19	0	3.799999999999999	3	local_cell_state_support;ms_anchor_or_explicit_non_ms_lead;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	Genetic rationale may exist for CD226, but local V3 expression/cell-state support is weak or negative and TIGIT/PVR biology is crowded with oncology/immunotherapy direction conflicts.	29	7e-16	15	Autoimmune thyroid disease;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Inflammatory bowel disease;Multiple sclerosis;Multiple sclerosis and HDL levels (pleiotropy);Primary biliary cholangitis;Primary sclerosing cholangitis;Primary sclerosing cholangitis (MTAG);Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Rheumatoid arthritis or type 1 diabetes;Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG);Type 1 diabetes;Ulcerative colitis
IL23_IL12_TH17_AXIS	IL23R;IL12B;IL12RB1;IL12RB2;STAT4	IL-23/IL-12/Th17 differentiation	block IL-23/IL-12/STAT4 inflammatory polarization	approved biologics and TYK/JAK-adjacent small molecules	2.0	0.0	0.0	False	0.8684079555977076	0.2204069956157945	0.0	0.0	False	3.0	1.0	blocking	22751	50	1106	3.5999999999999996	2	local_cell_state_support;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	Highly validated and crowded in psoriasis/IBD/autoimmunity; not novel and not MS-repair specific.	348	2e-170	59	Acute anterior uveitis (with or without ankylosing spondylitis);Ankylosing spondylitis;Autoimmune thyroid disease;B-cell lymphoblastic leukemia or rheumatoid arthritis (pleiotropy);Celiac disease;Celiac disease and Rheumatoid arthritis;Celiac disease or Rheumatoid arthritis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease (Tractor method with Amerindian ancestry);Crohn's disease (Tractor method with European ancestry);Crohn's disease or Leprosy (opposite effect);Crohn's disease or systemic sclerosis;Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Crohn's disease vs ulcerative colitis (ordinary least squares (OLS));Crohns disease;Cutaneous psoriasis;Graves' disease;Hashimoto thyroiditis;Hypothyroidism or rheumatoid arthritis (pleiotropy)
IL2RA_TREG_EXPANSION	IL2;IL2RA;IL2RB;IL2RG;FOXP3	Treg expansion/tolerance cytokine axis	augment Treg-biased IL-2 signaling using low-dose IL-2 or IL-2 muteins	cytokine, mutein, antibody-cytokine fusion	2.0	1.0	0.0	True	0.7679981961613978	0.0170189770238671	0.0	0.0	False	2.5	1.0	blocking	96053	184	0	3.549999999999999	2	local_cell_state_support;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	IL-2/Treg therapy is direct autoimmune prior art across several indications; no V3-specific biomarker or MS-progressive delta has been established.	141	3e-65	38	Atopic dermatitis;Autoimmune thyroid disease;Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis);Celiac disease;Celiac disease and Rheumatoid arthritis;Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease x sex interaction (2df);Epstein Barr virus nuclear antigen 1 IgG levels or multiple sclerosis;Graves' disease;Inflammatory bowel disease;Inflammatory bowel disease (Tractor method with African ancestry);Inflammatory bowel disease x sex interaction (2df);Insulin-dependent diabetes mellitus;Lymphocytic thyroiditis;Marginal zone lymphoma or multiple sclerosis;Multiple sclerosis;Pediatric autoimmune diseases;Primary sclerosing cholangitis;Primary sclerosing cholangitis (MTAG)
CD40_CD40LG_APC_HELP	CD40;CD40LG;TRAF2;TRAF3;TRAF6	T-B/APC licensing	block CD40/CD40L costimulation	anti-CD40/anti-CD40L biologics	2.0	1.0	0.0	True	0.354854248635041	0.0540269612921963	0.0	0.0	False	2.5	0.75	blocking	41783	35	0	3.424999999999999	3	local_cell_state_support;safety_not_obviously_unacceptable;not_prior_art_blocked	NO_GO_TOLERANCE_PRIOR_ART_BLOCKED	Known autoimmune costimulation axis with safety and trial-history liabilities; Wave30 already rejected it as generic APC licensing.	58	3e-36	16	Atopic dermatitis;Bipolar disorder or Crohn's disease (MTAG);Bipolar disorder or inflammatory bowel disease (MTAG);Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Crohn's disease;Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS));Graves' disease;Inflammatory bowel disease;Multiple sclerosis;Multiple sclerosis (MTAG);Pediatric autoimmune diseases;Rheumatoid arthritis;Rheumatoid arthritis (ACPA-positive);Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive);Systemic lupus erythematosus;Systemic lupus erythematosus (MTAG)
