iteration	delta_sle_minus_hc
1	-3.9888539862248926
2	10.695921160838449
3	3.0232837251929894
4	4.735488302593894
5	5.746823142813543
6	1.5122333229582285
7	38.94521125359571
8	7.900607170020009
9	-2.2450294821180963
10	-0.07721581892699896
11	-13.405673840434856
12	1.1605126392158063
13	11.619627265606386
14	-11.24156502048125
15	1.760031030049024
16	12.618134332481738
17	-15.115558926481915
18	-20.76340229547338
19	5.115853174893338
20	-0.5206134598522395
21	-16.316445570063948
22	6.544595540092725
23	-9.905891234394625
24	-9.498246275589251
25	-2.5767679141855044
26	4.22647514235545
27	-1.2064093131759717
28	-25.843072896831607
29	-23.767764394601357
30	-9.623036772142358
31	42.53336824738034
32	5.75127443287526
33	-9.66858314468725
34	-11.983911842425119
35	-5.266596508830611
36	-7.230320835153563
37	-8.060563378451155
38	1.1281096595754412
39	-10.506615594263566
40	-11.026464713569107
41	19.812638676186275
42	-2.6902994486119463
43	-5.261347483171999
44	-21.711109369002706
45	-21.831077191103333
46	1.0515166447994035
47	40.07131758387902
48	-27.962780729099983
49	1.3210251981988406
50	-0.20788894932712682
51	-1.244872007105319
52	22.982484170176747
53	-24.06140007623523
54	-40.53774956255559
55	-12.820052434129499
56	-2.971658590274449
57	-2.1416682306406862
58	-18.615557137342172
59	3.27420141230316
60	33.06109484405701
61	0.946123760065168
62	-11.86918264803747
63	-0.6021326077292161
64	-27.719581456729948
65	5.005348888731176
66	10.267088104026588
67	-24.406466821577688
68	-25.837636802314236
69	-4.593017102874913
70	-2.863035363821155
71	6.948792352233987
72	-7.687836135430176
73	-10.888953457997992
74	28.20696372765308
75	-8.140347391834647
76	0.7010894057858779
77	-7.234950049188545
78	-13.42144785251959
79	-16.41478855764282
80	8.744453634068758
81	27.921962852081585
82	-19.382666296848633
83	30.071767365694356
84	-4.559114350417148
85	15.241244705534031
86	7.149811372163311
87	-12.089557253924939
88	-15.857637029161053
89	-17.88734671598486
90	13.611394152317825
91	-15.380033898949177
92	-3.7887195599012964
93	-8.696462622846045
94	11.954196911168196
95	-1.9303286667095518
96	-4.6239499212603254
97	32.87837361726878
98	3.4540931932765995
99	-10.17576497632927
100	-11.619367626557871
101	-3.9542652604928215
102	-2.591117202874424
103	11.838056152804837
104	-16.129334718793658
105	-1.819158046595395
106	-5.479461924478812
107	-3.589056104556133
108	26.72792979560764
109	15.495377407147368
110	0.7372157114753659
111	-4.033757036301623
112	-6.1698385470550114
113	-1.234398301159374
114	-3.657452170502923
115	10.671847943484103
116	0.8384972969666473
117	4.036837345342489
118	-7.17580116905652
119	0.24748465022258465
120	11.754483793442905
121	25.472516671396022
122	-18.350411235178164
123	-3.4437339118266888
124	-7.8701372913402405
125	16.463124645851945
126	27.447446335753426
127	-1.790086075811566
128	30.31888370799301
129	-7.321202409269537
130	-5.6230241049762135
131	-12.64626012816138
132	1.713270023516813
133	-2.6261883245994984
134	-10.127210182438759
135	-4.279758668199893
136	-18.074499909147725
137	10.116865972873601
138	5.138901921892298
139	-18.89034562432947
140	-6.1211645620420505
141	-9.411799746370539
142	-1.1914586318612779
143	-23.8686987387645
144	-26.85938958632202
145	-3.6082673687358255
146	10.199435755092917
147	40.501303795630676
148	28.980122419723415
149	-8.53086117151149
150	9.500461408061046
151	-0.9324526852365486
152	13.889794786618094
153	35.091957044025754
154	-19.366212845723492
155	33.15837943275154
156	2.5428857188503207
157	-0.08595881473390173
158	8.561821167774053
159	-5.635506636577237
160	-39.321554471587135
161	-22.54607409965258
162	-6.8765670376492105
163	3.9472709937370256
164	-1.5420228053971368
165	8.510185680226197
166	8.677046758154443
167	21.893104083146298
168	-12.301017725266298
169	-14.997841391922394
170	-6.366836441564372
171	-18.017439085974964
172	-3.2495497913002804
173	-3.6001028183689563
174	0.5137631573036634
175	-3.247486790991909
176	-24.525253483284427
177	-16.74628006917974
178	-17.38269246139532
179	-5.069328491514213
180	6.727681166231951
181	-0.7916422773888118
182	-1.4198117924764182
183	-21.86637768022908
184	-18.995468117388445
185	-6.510101061462052
186	-2.732901088111748
187	-12.688443517974052
188	-22.28507874235202
189	-7.075467130930839
190	3.2304141626187013
191	26.30147679114451
192	0.948319855344429
193	-4.9390738909176966
194	-2.6214783214049824
195	1.725982334604155
196	-1.9389893536192675
197	-5.4563499116209755
198	1.4350635068562285
199	-22.799669248078608
200	25.705828934793118
201	5.21883268209981
202	-3.9664862804906225
203	11.681939569780381
204	15.036203066119553
205	7.436295034817993
206	24.957070366093816
207	0.8721946428588077
208	23.82667890294624
209	7.9133218402406005
210	-36.9353881384654
211	4.201971343784324
212	6.7606917789151515
213	-2.9168073868598734
214	-6.056551488968637
215	-8.822684636625656
216	0.6334200387426685
217	13.199667234627917
218	-9.280431920113635
219	-6.753959584563647
220	-4.82442061970714
221	-18.513759302470937
222	-34.49700232168912
223	-6.7978384311671665
224	-2.7478222232923883
225	4.796040267128436
226	-1.7433112075801782
227	67.16724459060826
228	-7.00854425609909
229	-15.610528847659435
230	7.436889887753232
231	-3.8715943009910117
232	-0.7404280391909189
233	9.583245689347375
234	-15.020708478905489
235	-2.4271217249662667
236	-15.501266565486642
237	-26.26034321171348
238	35.828768525837276
239	5.795068781172343
240	11.85043221328817
241	7.167741615772149
242	-4.6097686303334084
243	2.8433346337904597
244	1.9997796131079895
245	-11.601093383756693
246	8.581298888909979
247	-5.368835504914329
248	35.6277566335919
249	-4.932974008275037
250	3.565766909495029
251	29.705245455829846
252	21.94422158663947
253	8.15994865999465
254	11.831834700243316
255	10.4723684455049
256	20.038070038445436
257	-8.448940562242747
258	9.87841837727447
259	22.5696347043866
260	0.009202706498238554
261	-10.164602935336694
262	2.0453625148173664
263	3.515029953350615
264	-7.010717159408337
265	8.708326653449209
266	-3.229904605064385
267	6.993257747893158
268	-5.287420678466875
269	-17.86202213954164
270	-5.804744227836789
271	-0.4306040708759975
272	-8.577993735950077
273	-15.003133846992469
274	-0.18840780906284932
275	15.195760513259863
276	-14.370640792288599
277	-31.90533023426081
278	3.708405417016721
279	8.637394710365648
280	10.035828644284475
281	-1.5285281708890508
282	-4.780212580624816
283	-18.589941543769108
284	35.053938624746436
285	16.687768392552186
286	37.04109211008395
287	-11.193240340387028
288	-16.0910364433867
289	-68.34278351118827
290	-1.3126572019745646
291	-1.9204738460366981
292	14.549650771336143
293	-10.44064016746543
294	-3.530061963257129
295	4.303584145503967
296	7.818851609015246
297	6.022501975678158
298	18.62001247399662
299	-6.553988306304203
300	10.367777254332944
301	-8.388597357049552
302	-11.80665668674667
303	4.128052874923425
304	-9.118228984442462
305	-29.839419674556
306	-15.738316747044632
307	9.976926207094985
308	23.95210262825436
309	0.7340053394826584
310	14.711635486242546
311	-26.0100579300493
312	-2.124695570893538
313	-8.450335594860064
314	31.680427377338447
315	3.9606181792033057
316	11.126450654268243
317	16.46138880832656
318	-0.7742390756405344
319	-12.366907845122519
320	-4.999036896553004
321	-10.377607407259564
322	-13.354048391521857
323	8.504418829642312
324	7.613111037167264
325	8.691979871429778
326	-3.39877684419092
327	-6.155516553626043
328	-30.608984167255315
329	-2.985597027375447
330	25.543910992575768
331	-4.1084405416489
332	-2.347626312398821
333	-18.01705062911592
334	-0.8159206572149076
335	-6.2922513407644844
336	-5.177884947039086
337	-8.324469096847166
338	3.8642504004307945
339	-11.683909173005587
340	-10.05565824379286
341	-12.93737468507868
342	-5.88801214681178
343	24.11487450829147
344	6.740994686794494
345	-6.5047369472631225
346	-9.907288551467545
347	0.30290372720661224
348	-1.0306742359305907
349	29.835626696888184
350	-12.469584310563775
351	5.436791318102657
352	35.385620225609614
353	-11.554706138415531
354	0.2534082663526876
355	-7.540356939429038
356	-2.8000508720534225
357	-3.5811565946698356
358	-0.6408577038056027
359	-2.6394178239616632
360	22.30782712723248
361	-15.016488591226956
362	-16.15488148209161
