analysis	dataset_path	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case_log2_cpm	mean_control_log2_cpm	delta_log2_cpm	hedges_g	welch_t	p	mean_case_detection_fraction	mean_control_detection_fraction	detected_donor_fraction	mean_log2_cpm	in_lipid_lysosomal_myeloid_neighborhood	fdr	positive_nominal	negative_nominal	positive_fdr10	negative_fdr10	nominal_positive	nominal_negative
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	CD300LF	3	3	0.0158839158131419	0.0189024325581204	-0.0030185167449785	-0.0798574070697536	-0.1222561871891389	0.9087583967125284	0.0001798884691491	0.0001290489095367	0.3333333333333333	0.0173931741856312	False	0.9731028665771542	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	FCGR2B	6	6	0.3017988006168625	2.235438021086297	-1.9336392204694344	-1.8069133835638471	-3.3904712673095054	0.0088692330685497	0.0022727272727272	0.015227426317635	0.5	1.2686184108515797	False	0.2054788347710989	False	True	False	False	False	True
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	FCGR2B	10	14	1.4556434314840736	2.263383367436848	-0.8077399359527746	-0.6919925020882315	-1.741122519378672	0.0970682325946733	0.003302212115958	0.0077117016991187	0.7916666666666666	1.9268250607898587	False	0.8417053063532511	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	FCGR2B	6	6	0.4952896034446212	1.2048661580266824	-0.7095765545820611	-0.8699172076783278	-1.6323025355837528	0.1494477796240144	0.0015705534975244	0.0043365756351631	0.75	0.8500778807356516	False	0.434718612260804	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	FCGR2B	11	14	0.6472973813258577	0.3259454280079638	0.3213519533178938	0.5507475075603931	1.4164292755044088	0.1707913758714895	0.0009173942153791	0.0002600909269179	0.52	0.4673402874678372	False	0.8441184433525579	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	FCGR2B	9	13	8.289411631072744	7.970620022437719	0.3187916086350251	0.4676446967523818	1.1814152267369415	0.2514428253108151	0.3367118011567511	0.3253657210665591	1.0	8.101034771424777	False	0.958344072074493	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	FCGR2B	6	6	6.646212825077032	6.129008598695297	0.5172042263817351	0.3977127959123985	0.7462636667855915	0.482980980500481	0.2007260304127918	0.1368576950737145	1.0	6.387610711886165	False	0.7869264047968214	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	FCGR2B	3	3	7.416961323373678	7.713628957691641	-0.2966676343179628	-0.4205925001951478	-0.6438981344497164	0.5691987483356593	0.4662158869395711	0.5831175337186898	1.0	7.565295140532659	False	0.8616617410773542	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	FCGR2B	6	6	1.8106747345625929	2.235438021086297	-0.4247632865237043	-0.3090743438796118	-0.5799435058251278	0.5749886844970836	0.0141581414741386	0.015227426317635	0.8333333333333334	2.0230563778244446	False	0.8649786051569657	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	FCGR2B	3	3	0.727857201205976	0.6400750345815864	0.0877821666243895	0.2776697227119424	0.42509321104022	0.7107003435718898	0.0063258182401027	0.0046055280513107	1.0	0.6839661178937811	False	0.9090048694060852	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	FCGR2B	6	6	0.8632604481100566	1.2048661580266824	-0.3416057099166257	-0.1910546373097028	-0.3584927004122205	0.7304190254021119	0.0069444444444444	0.0043365756351631	0.5	1.0340633030683697	False	0.8949779129344969	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	FCGR2B	3	3	0.5044625607997731	0.5727894424668587	-0.0683268816670855	-0.2299537097594708	-0.3520432833567273	0.7515259789845887	0.0056651215921321	0.005799598911824	1.0	0.5386260016333159	False	0.8907719977284685	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	FCGR2B	6	6	6.2088793594136185	6.129008598695297	0.0798707607183217	0.0526265979869583	0.0987479366714899	0.923477892751392	0.1366619510745423	0.1368576950737145	1.0	6.168943979054458	False	0.9857578117385974	False	False	False	False	False	False
psoriasis_skin_stromal	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin stromal	tissue_resident	INPP5D	3	3	4.729222797547185	4.026604660465848	0.7026181370813367	1.8310352249587285	2.8031887513819336	0.0752318138372423	0.1559090741231834	0.0935851039287694	1.0	4.377913729006517	False	0.5993454891676563	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	INPP5D	6	6	5.139796457737211	6.1021280294369475	-0.9623315716997364	-1.0610167299360411	-1.9908794575906272	0.0930977586688924	0.1378759057069258	0.1756988001061625	1.0	5.62096224358708	False	0.4785410303564351	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	INPP5D	10	14	3.547733908352889	3.9129531229574335	-0.3652192146045445	-0.6057046239097198	-1.544006287683278	0.1377010588245724	0.0230255825038136	0.0301465321910414	1.0	3.76077845020554	False	0.8517974877716324	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	INPP5D	6	6	3.242086933746402	2.3956088442115653	0.8464780895348367	0.823537171622005	1.5452755751017897	0.1554466738550851	0.0329254148296305	0.0117392426677606	1.0	2.818847888978984	False	0.4413369618674639	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	INPP5D	5	19	1.1253004943662035	0.4081476419061543	0.7171528524600495	0.8034695510742403	1.4133166009322962	0.2133455148213589	0.0053356584783346	0.0012852660875587	0.375	0.5575544861686647	False	0.5918788569014183	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	INPP5D	6	6	5.475375703412875	6.1021280294369475	-0.6267523260240724	-0.6710580840963027	-1.2591655878583436	0.2547489373633418	0.1611197498694364	0.1756988001061625	1.0	5.78875186642491	False	0.6429841931442715	False	False	False	False	False	False
psoriasis_keratinocyte	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin keratinocyte	tissue_resident	INPP5D	3	3	3.190748200489757	2.549167743931724	0.641580456558033	0.810535110638615	1.2408733997968224	0.2884316743626743	0.0876061724563639	0.0485466144035281	1.0	2.86995797221074	False	0.6164615109311467	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	INPP5D	11	14	6.052036077842044	6.412611885909418	-0.3605758080673737	-0.4226755777088337	-1.0473101862227303	0.3087639578140736	0.1083072818668688	0.1856214669982953	1.0	6.253958530359772	False	0.8441184433525579	False	False	False	False	False	False
psoriasis_skin_apc	data/raw_v3/cell_state/psoriasis_skin.h5ad	psoriasis	skin APC	myeloid_apc	INPP5D	3	3	6.887073227398872	6.30464587526546	0.5824273521334122	0.7320086864150782	1.120654855626201	0.3743650764440157	0.4482699805068226	0.3736647398843931	1.0	6.595859551332166	False	0.7799455873463177	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	INPP5D	6	6	2.3946857911735284	1.7520802354806235	0.6426055556929047	0.4256007116576185	0.7985922276891726	0.4469395918657818	0.0425919223051797	0.0139204997886273	0.8333333333333334	2.073383013327076	False	0.8182681241624252	False	False	False	False	False	False
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	INPP5D	6	6	2.7959726404269403	2.3956088442115653	0.400363796215375	0.35414933941402	0.6645217034430408	0.5236454141653661	0.0158997642019713	0.0117392426677606	1.0	2.5957907423192528	False	0.7850655720918219	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	INPP5D	9	13	6.879653080636641	6.5566928117961245	0.3229602688405162	0.2227914684748489	0.6327874047023035	0.5370676307951909	0.17324069593557	0.2579469177946498	1.0	6.688812921776336	False	0.9715241121707002	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	INPP5D	5	17	3.131565529034245	2.6402858092028634	0.4912797198313816	0.2799015323160642	0.521757937324838	0.621079973617731	0.0462388205620363	0.0297713708172704	0.7727272727272727	2.751940290982722	False	0.8556851226545076	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	INPP5D	6	6	1.443284009494125	1.7520802354806235	-0.3087962259864987	-0.2594055628395475	-0.4867455824877721	0.6371195381125282	0.0168412907543342	0.0139204997886273	0.75	1.5976821224873743	False	0.8765437339120887	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	INPP5D	3	19	0.649505939822451	0.4086134570749676	0.2408924827474833	0.3222123966508713	0.3612316793004289	0.7494237412139528	0.0041152263374485	0.0025223068017194	0.4545454545454545	0.441462431995079	False	0.9302703345958674	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	INPP5D	5	18	0.2300460892309463	0.2474532019679911	-0.0174071127370447	-0.0380580525128667	-0.1139802107903189	0.9108339528045668	0.0008767494186433	0.0009717640036805	0.4347826086956521	0.2436690470251553	False	0.967291881679986	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	LAIR1	6	6	6.1143989025802155	6.997842911258882	-0.8834440086786666	-1.9506405534538347	-3.6601592580435094	0.0046514946993377	0.1667723961115448	0.2584576676769234	1.0	6.556120906919548	False	0.173821630796644	False	True	False	False	False	True
ibd_uc_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon epithelial	tissue_resident	LAIR1	6	6	0.0652652898577995	0.868635095795787	-0.8033698059379875	-1.893940005558486	-3.553767009124128	0.0123538999491857	0.0004504504504504	0.0030140323025867	0.5	0.4669501928267932	False	0.2005203409064477	False	True	False	False	False	True
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	LAIR1	5	19	1.7566345760004372	0.6294429595352727	1.1271916164651643	1.3423276625685578	2.870263606865083	0.0255629027046326	0.0137718796281483	0.0046912907477902	0.5833333333333334	0.8642745462988487	False	0.4268901124089078	True	False	False	False	True	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LAIR1	5	17	1.9603966665885273	0.1345155651231344	1.8258811014653928	2.391222972374651	3.270857542103227	0.0258461220384748	0.0106505048260585	0.0004171881518564	0.2272727272727272	0.5494885427289056	False	0.3573145867906226	True	False	False	False	True	False
t1d_stellate_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	LAIR1	4	17	1.1587825016529891	0.5509444534835526	0.6078380481694365	0.5184449363710311	1.7599748925189451	0.0960217381875409	0.00764400344483	0.0118723208543083	0.3809523809523809	0.6667231293253499	False	0.5441466347182178	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	LAIR1	3	19	1.7835299996716405	0.5968661011044454	1.1866638985671951	1.4323901676603257	2.0225655329471888	0.157748311405417	0.0133353871329766	0.0048006033955438	0.5909090909090909	0.7586839054545176	False	0.7796068076599874	False	False	False	False	False	False
sjogren_gland_stromal	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	LAIR1	10	14	1.2411756518144164	0.7103092294556684	0.5308664223587479	0.4978840240319581	1.2833632218519428	0.213141894426655	0.0033056069973041	0.0021268021653994	0.5	0.9315035721051468	False	0.8669837867647283	False	False	False	False	False	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	LAIR1	6	6	6.6124964920909335	6.997842911258882	-0.3853464191679485	-0.5698103375867247	-1.0691854933263627	0.3198963413783257	0.2545192240639954	0.2584576676769234	1.0	6.805169701674909	False	0.6937608979343768	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	LAIR1	9	13	7.783185268362532	7.956476953299829	-0.1732916849372969	-0.3571027862319909	-0.9219809121700008	0.3675338088476455	0.27325470898416	0.3981678671006272	1.0	7.885584900370935	False	0.9621803366179228	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	LAIR1	11	14	0.8399089848969816	0.631681449449435	0.2082275354475465	0.2328362740259395	0.5912186756702708	0.5607881337499186	0.0010825755376038	0.0022690300197088	0.64	0.7233015650463556	False	0.8621515520990526	False	False	False	False	False	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LAIR1	6	6	1.4986636362546804	1.1349195093843951	0.3637441268702852	0.3000858277241841	0.5630775586037854	0.587279395966222	0.0159354737309229	0.0080244828024015	0.6666666666666666	1.3167915728195378	False	0.8693264800681313	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	LAIR1	6	6	0.6913229962895175	0.868635095795787	-0.1773120995062694	-0.2950035160189603	-0.5535411680026566	0.5921432215201095	0.002760727080071	0.0030140323025867	0.75	0.7799790460426522	False	0.7934306902404229	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	LAIR1	6	6	1.401350443113324	1.1349195093843951	0.2664309337289288	0.2738934708280923	0.51393052461361	0.618465604036536	0.0100784511009953	0.0080244828024015	0.75	1.2681349762488596	False	0.8683625686859279	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	LAIR1	5	18	0.4304499452640105	0.4517584484127133	-0.0213085031487028	-0.049004315049695	-0.1264121266319956	0.9019984923125232	0.0017862157499119	0.0014684832831448	0.6521739130434783	0.447126165119517	False	0.9642171601882328	False	False	False	False	False	False
ibd_crohn_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon myeloid	myeloid_apc	LILRB1	6	6	6.829140973195521	5.560620267221739	1.2685207059737822	1.825586815180692	3.425509877314214	0.0067444519845198	0.2012495964160337	0.1134631416842177	1.0	6.19488062020863	False	0.2022841929409326	True	False	False	False	True	False
ibd_uc_myeloid	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon myeloid	myeloid_apc	LILRB1	6	6	6.962638116465481	5.560620267221739	1.4020178492437418	1.320612387358557	2.477981731344005	0.0419686865676578	0.2873585481853475	0.1134631416842177	1.0	6.26162919184361	False	0.37381622655574	True	False	False	False	True	False
ibd_crohn_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon stromal	tissue_resident	LILRB1	6	6	0.0	0.5991477398999469	-0.5991477398999469	-0.9498831393749148	-1.7823496802045804	0.1347864097015235	0.0	0.0024277361858687	0.25	0.2995738699499734	False	0.6774855549138535	False	False	False	False	False	False
sjogren_gland_apc	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland APC	myeloid_apc	LILRB1	9	13	6.451922519190027	6.944404751632603	-0.4924822324425761	-0.6590343123493783	-1.567939906349744	0.1354284611868713	0.1459580568164128	0.2251076146457133	1.0	6.742934747451548	False	0.941417255008202	False	False	False	False	False	False
ibd_crohn_epithelial	data/raw_v3/cell_state/ibd_human_10x.h5ad	Crohn disease	colon epithelial	tissue_resident	LILRB1	6	6	0.1989640036988194	0.0459938184801101	0.1529701852187092	0.8128598648452403	1.5252408007909872	0.1682672507016208	0.0006474382797007	0.0001559089491736	0.3333333333333333	0.1224789110894647	False	0.4563885683439105	False	False	False	False	False	False
ibd_uc_stromal	data/raw_v3/cell_state/ibd_human_10x.h5ad	ulcerative colitis	colon stromal	tissue_resident	LILRB1	6	6	0.0977613108385906	0.5991477398999469	-0.5013864290613562	-0.7632707920932889	-1.4321924411588272	0.2033672489808321	0.0007575757575757	0.0024277361858687	0.3333333333333333	0.3484545253692687	False	0.6034493393566966	False	False	False	False	False	False
t1d_acinar_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	LILRB1	5	18	0.169362503021662	0.1169761942648777	0.0523863087567842	0.24624900737074	0.6095998908828234	0.5575007914016499	0.0004872196514606	0.0003119413007025	0.3478260869565217	0.128364522255483	False	0.8016805236300305	False	False	False	False	False	False
t1d_ductal_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	LILRB1	5	19	0.4039378026481994	0.2313619124846608	0.1725758901635386	0.3005021358389619	0.4961158322351156	0.6406524625757317	0.0008493801675106	0.0007514592773875	0.2916666666666667	0.267315222935398	False	0.835369902488412	False	False	False	False	False	False
sjogren_gland_epithelial	data/raw_v3/cell_state/sjogren_salivary.h5ad	Sjogren syndrome	salivary gland epithelial	tissue_resident	LILRB1	11	14	0.3689417328420012	0.4729177425352535	-0.1039760096932523	-0.1564002688779782	-0.4227456458020077	0.676534278773752	0.0006292977509559	0.0003851562832488	0.44	0.4271682982702225	False	0.89495061941604	False	False	False	False	False	False
t1d_beta_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	LILRB1	3	19	0.1839316541712343	0.1277014533761586	0.0562302007950756	0.1919022373707075	0.2888955472980976	0.7948802570791519	0.0016750418760469	0.0008462513643234	0.2727272727272727	0.1353692080300326	False	0.9458073311632316	False	False	False	False	False	False
t1d_endothelial_cell	data/raw_v3/cell_state/t1d_hpap_islet.h5ad	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	LILRB1	5	17	0.5571818050827753	0.6062517747933429	-0.0490699697105676	-0.034197435500601	-0.075028666934675	0.942198306754406	0.0008547008547008	0.0141730193044335	0.2272727272727272	0.5950995089500322	False	0.980977712361197	False	False	False	False	False	False
