route	gate	passed	score	call
TAM_EFFEROCYTOSIS_AGONISM	local_breadth_at_least_5_or_strong_state_specific_4	False	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	ms_anchor_present	False	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	state_coupling_not_density_only	False	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	genetic_or_real_perturbation_anchor	False	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	correct_direction_modality	True	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	repair_safety_not_obviously_wrong	True	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	not_prior_art_blocked	False	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TAM_EFFEROCYTOSIS_AGONISM	has_independent_validation_channel	False	1.2249999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	local_breadth_at_least_5_or_strong_state_specific_4	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	ms_anchor_present	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	state_coupling_not_density_only	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	genetic_or_real_perturbation_anchor	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	correct_direction_modality	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	repair_safety_not_obviously_wrong	True	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	not_prior_art_blocked	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
MERTK_CENTERED_EFFEROCYTOSIS	has_independent_validation_channel	False	-3.9124999999999996	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
TREM2_APOE_LIPID_REPAIR	local_breadth_at_least_5_or_strong_state_specific_4	True	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	ms_anchor_present	True	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	state_coupling_not_density_only	False	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	genetic_or_real_perturbation_anchor	False	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	correct_direction_modality	True	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	repair_safety_not_obviously_wrong	True	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	not_prior_art_blocked	False	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
TREM2_APOE_LIPID_REPAIR	has_independent_validation_channel	False	4.4625	PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR
LXR_ABCA1_CHOLESTEROL_EFFLUX	local_breadth_at_least_5_or_strong_state_specific_4	False	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	ms_anchor_present	True	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	state_coupling_not_density_only	False	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	genetic_or_real_perturbation_anchor	False	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	correct_direction_modality	True	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	repair_safety_not_obviously_wrong	False	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	not_prior_art_blocked	False	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
LXR_ABCA1_CHOLESTEROL_EFFLUX	has_independent_validation_channel	False	-0.6500000000000004	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
PPAR_RXR_RESOLUTION	local_breadth_at_least_5_or_strong_state_specific_4	False	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	ms_anchor_present	True	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	state_coupling_not_density_only	False	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	genetic_or_real_perturbation_anchor	False	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	correct_direction_modality	True	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	repair_safety_not_obviously_wrong	False	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	not_prior_art_blocked	False	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
PPAR_RXR_RESOLUTION	has_independent_validation_channel	False	-3.7249999999999996	NO_GO_RESOLUTION_ROUTE
LIPA_LAL_ENHANCEMENT	local_breadth_at_least_5_or_strong_state_specific_4	True	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	ms_anchor_present	False	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	state_coupling_not_density_only	False	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	genetic_or_real_perturbation_anchor	False	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	correct_direction_modality	True	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	repair_safety_not_obviously_wrong	True	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	not_prior_art_blocked	False	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
LIPA_LAL_ENHANCEMENT	has_independent_validation_channel	False	4.2125	NO_GO_RESOLUTION_PRIOR_ART_BLOCKED
NPC1_NPC2_CHOLESTEROL_EGRESS	local_breadth_at_least_5_or_strong_state_specific_4	False	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
NPC1_NPC2_CHOLESTEROL_EGRESS	ms_anchor_present	False	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
NPC1_NPC2_CHOLESTEROL_EGRESS	state_coupling_not_density_only	False	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
NPC1_NPC2_CHOLESTEROL_EGRESS	genetic_or_real_perturbation_anchor	False	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
NPC1_NPC2_CHOLESTEROL_EGRESS	correct_direction_modality	True	9.325	NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE
