step	group	command	returncode	elapsed_seconds	status	stdout_tail	stderr_tail
safe_interpretation_classifier_synthetic	safe_wording	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_safe_interpretation.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/safe_interpretation_classifier	0	0.088	PASS	" ""BLOCKED_METADATA_CONTRADICTION"",
  ""expectation_met"": true,
  ""forbidden_interpretation"": ""Do not treat the returned package as validation-ready."",
  ""purpose"": ""V46 returned-package safe-interpretation classifier; no biological claim and no score values read"",
  ""result_class"": ""BLOCKED_METADATA_CONTRADICTION"",
  ""safe_interpretation"": ""Report only the metadata contradiction and request corrected metadata before interpretation."",
  ""score_values_read"": false,
  ""signals"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/metadata_contradiction/safe_interpretation_signals.tsv"",
  ""sources"": {
    ""analyzable_summary"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/synthetic/preferred_pair_summary.json"",
    ""batch_confounder_summary"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/synthetic/batch_confounder_clean.json"",
    ""gate_summary"": ""analysis/v45_author_run_return_gate_runner/complete_pass/author_run_return_gate_summary.json"",
    ""metadata_summary"": ""analysis/v45_metadata_contradiction_stress/batch_conflict_fail/metadata_contradiction_summary.json"",
    ""schema_summary"": ""analysis/v45_author_run_schema_validator/good/author_run_schema_validation_summary.json""
  },
  ""synthetic"": true
}
{
  ""expect_class"": ""CAUTION_BATCH_OR_CONFOUNDER"",
  ""expectation_met"": true,
  ""forbidden_interpretation"": ""Do not present a clean validation claim without the diagnostic caveat."",
  ""purpose"": ""V46 returned-package safe-interpretation classifier; no biological claim and no score values read"",
  ""result_class"": ""CAUTION_BATCH_OR_CONFOUNDER"",
  ""safe_interpretation"": ""Apply the V42 grid only with explicit batch/confounder caution and report adjusted diagnostics beside raw results."",
  ""score_values_read"": false,
  ""signals"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/batch_confounder_warning/safe_interpretation_signals.tsv"",
  ""sources"": {
    ""analyzable_summary"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/synthetic/preferred_pair_summary.json"",
    ""batch_confounder_summary"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/synthetic/batch_confounder_warning.json"",
    ""gate_summary"": ""analysis/v45_author_run_return_gate_runner/complete_pass/author_run_return_gate_summary.json"",
    ""metadata_summary"": ""analysis/v45_metadata_contradiction_stress/clean_pass/metadata_contradiction_summary.json"",
    ""schema_summary"": ""analysis/v45_author_run_schema_validator/good/author_run_schema_validation_summary.json""
  },
  ""synthetic"": true
}
{
  ""case_table"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_classifier/safe_interpretation_synthetic_cases.tsv"",
  ""n_cases"": 11,
  ""n_expectation_failures"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 returned-package safe-interpretation synthetic verification; no biological claim"",
  ""synthetic"": true
}
"	(empty)
safe_wording_fixture_linter	safe_wording	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_wording_fixture_linter.py --outdir analysis/v46_returned_package_regression_suite/safe_wording_fixture_linter --fail-on-error	0	0.046	PASS	"{
  ""fixture_index"": ""analysis/v46_returned_package_regression_suite/safe_wording_fixture_linter/safe_wording_fixture_index.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/safe_wording_fixture_linter/safe_wording_fixture_lint.tsv"",
  ""n_expectation_failures"": 0,
  ""n_expected_fail_caught"": 1,
  ""n_expected_fail_fixtures"": 1,
  ""n_expected_pass_fixtures"": 11,
  ""n_fixtures"": 12,
  ""n_lint_rows"": 144,
  ""n_live_failures"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 safe-wording fixture linter; no biological claim"",
  ""score_values_interpreted"": false,
  ""synthetic"": true
}
"	(empty)
result_report_safe_class_linter	safe_wording	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_result_report_safe_class_linter.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/result_report_safe_class_linter --fail-on-error	0	0.059	PASS	"{
  ""expectation_met"": true,
  ""expected_status"": ""PASS"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/blocked_good/result_report_safe_class_lint.tsv"",
  ""n_checks"": 13,
  ""n_fail"": 0,
  ""observed_status"": ""PASS"",
  ""purpose"": ""V46 result-report safe-class linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/fixtures/blocked_good.md"",
  ""safe_class"": ""BLOCKED_COMPLETENESS"",
  ""synthetic"": true
}
{
  ""expectation_met"": true,
  ""expected_status"": ""FAIL"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/blocked_bad_metric_leak/result_report_safe_class_lint.tsv"",
  ""n_checks"": 13,
  ""n_fail"": 4,
  ""observed_status"": ""FAIL"",
  ""purpose"": ""V46 result-report safe-class linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/fixtures/blocked_bad_metric_leak.md"",
  ""safe_class"": ""BLOCKED_COMPLETENESS"",
  ""synthetic"": true
}
{
  ""expectation_met"": true,
  ""expected_status"": ""FAIL"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/missing_safe_class/result_report_safe_class_lint.tsv"",
  ""n_checks"": 13,
  ""n_fail"": 1,
  ""observed_status"": ""FAIL"",
  ""purpose"": ""V46 result-report safe-class linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/fixtures/missing_safe_class.md"",
  ""safe_class"": ""BLOCKED_SCHEMA"",
  ""synthetic"": true
}
{
  ""expectation_met"": true,
  ""expected_status"": ""PASS"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/eligible_good/result_report_safe_class_lint.tsv"",
  ""n_checks"": 5,
  ""n_fail"": 0,
  ""observed_status"": ""PASS"",
  ""purpose"": ""V46 result-report safe-class linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/fixtures/eligible_good.md"",
  ""safe_class"": ""ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION"",
  ""synthetic"": true
}
{
  ""expectation_met"": true,
  ""expected_status"": ""PASS"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/caution_good/result_report_safe_class_lint.tsv"",
  ""n_checks"": 5,
  ""n_fail"": 0,
  ""observed_status"": ""PASS"",
  ""purpose"": ""V46 result-report safe-class linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/fixtures/caution_good.md"",
  ""safe_class"": ""CAUTION_BATCH_OR_CONFOUNDER"",
  ""synthetic"": true
}
{
  ""cases"": ""analysis/v46_returned_package_regression_suite/result_report_safe_class_linter/result_report_safe_class_synthetic_cases.tsv"",
  ""n_cases"": 5,
  ""n_fail"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 result-report safe-class linter synthetic check; no biological claim"",
  ""synthetic"": true
}
"	(empty)
report_header_metadata_linter	safe_wording	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_report_header_metadata_linter.py synthetic-check --outdir analysis/v46_returned_package_regression_suite/report_header_metadata_linter --fail-on-error	0	0.06	PASS	"""safe_class"": ""ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION"",
    ""terms_class"": ""AGGREGATE_ONLY_LOCAL_PREFLIGHT""
  },
  ""observed_status"": ""FAIL"",
  ""purpose"": ""V46 report-header metadata linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/report_header_metadata_linter/fixtures/metadata_after_result.md"",
  ""required_fields"": [
    ""cohort_token"",
    ""route_class"",
    ""terms_class"",
    ""safe_class"",
    ""locked_rule_path"",
    ""locked_rule_sha256""
  ],
  ""synthetic"": true
}
{
  ""all_score_values_read_false"": true,
  ""expectation_met"": true,
  ""expected_status"": ""FAIL"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/report_header_metadata_linter/wrong_locked_hash/report_header_metadata_lint.tsv"",
  ""n_checks"": 13,
  ""n_fail"": 1,
  ""observed_fields"": {
    ""cohort_token"": ""synthetic_gafson_return_20260613"",
    ""locked_rule_path"": ""docs/locked_rules/LOCKED_RULE_V22.md"",
    ""locked_rule_sha256"": ""0000000000000000000000000000000000000000000000000000000000000000"",
    ""route_class"": ""SCORED_AGGREGATE_CANONICAL_PATH"",
    ""safe_class"": ""ELIGIBLE_FOR_PREREGISTERED_INTERPRETATION"",
    ""terms_class"": ""AGGREGATE_ONLY_LOCAL_PREFLIGHT""
  },
  ""observed_status"": ""FAIL"",
  ""purpose"": ""V46 report-header metadata linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/report_header_metadata_linter/fixtures/wrong_locked_hash.md"",
  ""required_fields"": [
    ""cohort_token"",
    ""route_class"",
    ""terms_class"",
    ""safe_class"",
    ""locked_rule_path"",
    ""locked_rule_sha256""
  ],
  ""synthetic"": true
}
{
  ""all_score_values_read_false"": true,
  ""expectation_met"": true,
  ""expected_status"": ""FAIL"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/report_header_metadata_linter/unknown_safe_class/report_header_metadata_lint.tsv"",
  ""n_checks"": 13,
  ""n_fail"": 1,
  ""observed_fields"": {
    ""cohort_token"": ""synthetic_gafson_return_20260613"",
    ""locked_rule_path"": ""docs/locked_rules/LOCKED_RULE_V22.md"",
    ""locked_rule_sha256"": ""6373857789e3a538481cebe313ef041792740e4779c7bc705d86494c830e152a"",
    ""route_class"": ""SCORED_AGGREGATE_CANONICAL_PATH"",
    ""safe_class"": ""UNREGISTERED_SAFE_CLASS"",
    ""terms_class"": ""AGGREGATE_ONLY_LOCAL_PREFLIGHT""
  },
  ""observed_status"": ""FAIL"",
  ""purpose"": ""V46 report-header metadata linter; no biological claim"",
  ""report"": ""analysis/v46_returned_package_regression_suite/report_header_metadata_linter/fixtures/unknown_safe_class.md"",
  ""required_fields"": [
    ""cohort_token"",
    ""route_class"",
    ""terms_class"",
    ""safe_class"",
    ""locked_rule_path"",
    ""locked_rule_sha256""
  ],
  ""synthetic"": true
}
{
  ""all_score_values_read_false"": true,
  ""cases"": ""analysis/v46_returned_package_regression_suite/report_header_metadata_linter/report_header_metadata_synthetic_cases.tsv"",
  ""n_cases"": 6,
  ""n_fail"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 report-header metadata linter synthetic check; no biological claim"",
  ""synthetic"": true
}
"	(empty)
report_header_repair_template_coverage	safe_wording	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_report_header_repair_template_coverage.py --outdir analysis/v46_returned_package_regression_suite/report_header_repair_template_coverage --fail-on-error	0	0.042	PASS	"{
  ""issues"": 7,
  ""lint_failures"": 0,
  ""outputs"": [
    ""analysis/v46_returned_package_regression_suite/report_header_repair_template_coverage/report_header_repair_template_coverage.tsv"",
    ""analysis/v46_returned_package_regression_suite/report_header_repair_template_coverage/report_header_required_field_coverage.tsv"",
    ""analysis/v46_returned_package_regression_suite/report_header_repair_template_coverage/report_header_repair_template_lint.tsv"",
    ""analysis/v46_returned_package_regression_suite/report_header_repair_template_coverage/REPORT_HEADER_REPAIR_TEMPLATE_COVERAGE.md""
  ],
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 report-header repair-template coverage; no biological claim"",
  ""required_fields"": 6,
  ""score_values_read"": false,
  ""uncovered_required_fields"": 0
}
"	(empty)
safe_class_report_template_readiness	safe_wording	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_class_report_template_readiness.py --outdir analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness --fail-on-error	0	0.47	PASS	"{
  ""all_score_values_read_false"": true,
  ""lint"": ""analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/safe_class_report_template_lint.tsv"",
  ""linter_results"": ""analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/safe_class_report_template_linter_results.tsv"",
  ""map"": ""analysis/v46_returned_package_regression_suite/safe_class_report_template_readiness/safe_class_report_template_map.tsv"",
  ""n_lint_checks"": 38,
  ""n_lint_fail"": 0,
  ""n_linter_runs"": 12,
  ""n_safe_classes"": 12,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 safe-class report-template readiness; no biological claim"",
  ""synthetic"": true
}
"	(empty)
small_n_conclusion_language	power_language	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_small_n_conclusion_language_table.py --outdir analysis/v46_returned_package_regression_suite/small_n_conclusion_language	0	0.036	PASS	"{
  ""contains_synthetic_examples"": true,
  ""language_table"": ""analysis/v46_returned_package_regression_suite/small_n_conclusion_language/small_n_conclusion_language.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/small_n_conclusion_language/SMALL_N_CONCLUSION_LANGUAGE.md"",
  ""n_language_rows"": 6,
  ""n_route_examples"": 4,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 small-n conclusion language constraints; no biological claim"",
  ""route_examples"": ""analysis/v46_returned_package_regression_suite/small_n_conclusion_language/route_example_language.tsv"",
  ""sources"": {
    ""interpretation_grid"": ""docs/validation/OUTCOME_INTERPRETATION_GRID_V42.md"",
    ""power_decision_table"": ""docs/validation/VALIDATION_POWER_DECISION_TABLE_V45.md"",
    ""preregistration"": ""docs/validation/PREREGISTRATION_V42.md"",
    ""route_analyzable_cases"": ""analysis/v45_route_analyzable_pair_calculator/route_analyzable_pair_synthetic_cases.tsv"",
    ""safe_interpretation"": ""docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md"",
    ""selected_power_scenarios"": ""analysis/v45_power_decision_table/selected_scenarios_by_n.tsv"",
    ""stakeholder_power_table"": ""analysis/v45_power_decision_table/stakeholder_power_decision_table.tsv""
  },
  ""synthetic"": false
}
"	(empty)
analyzable_pair_confidence_envelope	power_language	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_analyzable_pair_confidence_envelope.py --outdir analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope --fail-on-error	0	0.04	PASS	"{
  ""envelope"": ""analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope/analyzable_pair_confidence_envelope_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope/ANALYZABLE_PAIR_CONFIDENCE_ENVELOPE.md"",
  ""n_envelope_rows"": 7,
  ""n_lint_checks"": 18,
  ""n_lint_fail"": 0,
  ""n_representative_power_rows"": 35,
  ""n_route_examples"": 4,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 analyzable-pair confidence envelope from V43/V45 planning outputs; no biological claim"",
  ""representative_power_cells"": ""analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope/representative_power_cells.tsv"",
  ""route_examples"": ""analysis/v46_returned_package_regression_suite/analyzable_pair_confidence_envelope/partial_label_example_envelopes.tsv"",
  ""synthetic"": false
}
"	(empty)
safe_interpretation_examples	power_language	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_safe_interpretation_examples.py --outdir analysis/v46_returned_package_regression_suite/safe_interpretation_examples --fail-on-error	0	0.032	PASS	"{
  ""all_score_values_read_false"": true,
  ""examples"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_examples/safe_interpretation_examples.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_examples/safe_interpretation_examples_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/safe_interpretation_examples/SAFE_INTERPRETATION_EXAMPLES.md"",
  ""n_examples"": 7,
  ""n_lint_checks"": 56,
  ""n_lint_fail"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 safe-interpretation example cards; no biological claim"",
  ""synthetic"": false
}
"	(empty)
return_repair_request_templates	repair_requests	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_return_repair_request_templates.py --outdir analysis/v46_returned_package_regression_suite/return_repair_request_templates --fail-on-error	0	0.051	PASS	"{
  ""lint"": ""analysis/v46_returned_package_regression_suite/return_repair_request_templates/repair_request_template_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/return_repair_request_templates/RETURN_REPAIR_REQUEST_TEMPLATES.md"",
  ""n_lint_checks"": 100,
  ""n_lint_fail"": 0,
  ""n_templates"": 10,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 return repair request templates; no biological claim"",
  ""sources"": {
    ""author_return_checklist"": ""docs/validation/AUTHOR_RUN_RETURN_OPERATOR_CHECKLIST_V45.md"",
    ""failure_taxonomy"": ""docs/validation/input_schemas/V45_preflight_failure_taxonomy.tsv"",
    ""minimum_output_spec"": ""docs/validation/input_schemas/V45_author_run_minimum_output_spec.tsv"",
    ""safe_interpretation"": ""docs/validation/RETURNED_PACKAGE_SAFE_INTERPRETATION_V46.md"",
    ""small_n_language"": ""analysis/v46_small_n_conclusion_language/small_n_conclusion_language.tsv""
  },
  ""synthetic"": false,
  ""template_index"": ""analysis/v46_returned_package_regression_suite/return_repair_request_templates/repair_request_template_index.tsv""
}
"	(empty)
partial_label_repair_prioritization	repair_requests	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_partial_label_repair_prioritization.py --outdir analysis/v46_returned_package_regression_suite/partial_label_repair_prioritization --fail-on-error	0	0.034	PASS	"{
  ""all_score_values_read_false"": true,
  ""lint"": ""analysis/v46_returned_package_regression_suite/partial_label_repair_prioritization/partial_label_repair_prioritization_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/partial_label_repair_prioritization/PARTIAL_LABEL_REPAIR_PRIORITIZATION.md"",
  ""n_fail"": 0,
  ""n_lint_checks"": 35,
  ""n_lint_fail"": 0,
  ""n_rows"": 7,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 partial-label repair prioritization; no biological claim"",
  ""synthetic"": false,
  ""table"": ""analysis/v46_returned_package_regression_suite/partial_label_repair_prioritization/partial_label_repair_prioritization.tsv""
}
"	(empty)
first30_returned_package_decision_table	operator_routing	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_returned_package_decision_table.py --outdir analysis/v46_returned_package_regression_suite/first30_returned_package_decision_table --fail-on-error	0	0.035	PASS	"{
  ""all_score_values_read_false"": true,
  ""lint"": ""analysis/v46_returned_package_regression_suite/first30_returned_package_decision_table/first30_returned_package_decision_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/first30_returned_package_decision_table/FIRST30_RETURNED_PACKAGE_DECISION_TABLE.md"",
  ""n_lint_checks"": 92,
  ""n_lint_fail"": 0,
  ""n_rows"": 46,
  ""n_scenarios"": 6,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 first-30-minute returned-package operator decision table; no biological claim"",
  ""synthetic"": false,
  ""table"": ""analysis/v46_returned_package_regression_suite/first30_returned_package_decision_table/first30_returned_package_decision_table.tsv""
}
"	(empty)
first30_repair_template_coverage_linter	repair_requests	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_repair_template_coverage_linter.py --outdir analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter --fail-on-error	0	0.042	PASS	"{
  ""all_score_values_read_false"": true,
  ""coverage"": ""analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter/first30_repair_template_coverage.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter/first30_repair_template_coverage_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter/FIRST30_REPAIR_TEMPLATE_COVERAGE.md"",
  ""n_coverage_rows"": 143,
  ""n_dynamic_safe_class_rows"": 100,
  ""n_explicit_template_rows"": 28,
  ""n_first30_rows"": 46,
  ""n_lint_checks"": 152,
  ""n_lint_fail"": 0,
  ""n_local_operator_guard_rows"": 15,
  ""n_safe_classes_with_templates"": 9,
  ""n_template_ids"": 10,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 first-30 stop-route to repair-template coverage linter; no biological claim"",
  ""safe_class_coverage"": ""analysis/v46_returned_package_regression_suite/first30_repair_template_coverage_linter/repair_template_safe_class_coverage.tsv"",
  ""synthetic"": false
}
"	(empty)
first30_status_board_dryrun	operator_routing	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_first30_returned_package_status_board_dryrun.py --outdir analysis/v46_returned_package_regression_suite/first30_status_board_dryrun --fail-on-error	0	0.032	PASS	"{
  ""all_score_values_read_false"": true,
  ""board"": ""analysis/v46_returned_package_regression_suite/first30_status_board_dryrun/first30_status_board_dryrun.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/first30_status_board_dryrun/first30_status_board_dryrun_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/first30_status_board_dryrun/FIRST30_STATUS_BOARD_DRYRUN.md"",
  ""n_board_rows"": 6,
  ""n_lint_checks"": 31,
  ""n_lint_fail"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 first-30 returned-package status-board dry run; no biological claim"",
  ""synthetic"": false
}
"	(empty)
status_board_schema_linter	operator_routing	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_status_board_schema_linter.py --outdir analysis/v46_returned_package_regression_suite/status_board_schema_linter --fail-on-error	0	0.037	PASS	"{
  ""all_score_values_read_false"": true,
  ""live_board"": ""analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun.tsv"",
  ""live_markdown"": ""analysis/v46_first30_returned_package_status_board_dryrun/FIRST30_STATUS_BOARD_DRYRUN.md"",
  ""n_all_checks"": 437,
  ""n_fixture_cases"": 4,
  ""n_fixture_expectation_fail"": 0,
  ""n_live_checks"": 91,
  ""n_live_fail"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 returned-package status-board schema linter; no biological claim"",
  ""synthetic"": true
}
"	(empty)
status_board_markdown_roundtrip_renderer	operator_routing	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_status_board_markdown_roundtrip_renderer.py --outdir analysis/v46_returned_package_regression_suite/status_board_markdown_roundtrip_renderer --fail-on-error	0	0.034	PASS	"{
  ""all_score_values_read_false"": true,
  ""board"": ""analysis/v46_first30_returned_package_status_board_dryrun/first30_status_board_dryrun.tsv"",
  ""diff"": ""analysis/v46_returned_package_regression_suite/status_board_markdown_roundtrip_renderer/first30_status_board_roundtrip.diff"",
  ""live_markdown"": ""analysis/v46_first30_returned_package_status_board_dryrun/FIRST30_STATUS_BOARD_DRYRUN.md"",
  ""n_board_rows"": 6,
  ""n_lint_checks"": 12,
  ""n_lint_fail"": 0,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 status-board Markdown round-trip renderer; no biological claim and no score values read"",
  ""regenerated_markdown"": ""analysis/v46_returned_package_regression_suite/status_board_markdown_roundtrip_renderer/FIRST30_STATUS_BOARD_DRYRUN.roundtrip.md"",
  ""synthetic"": false,
  ""synthetic_drift_fixture"": ""analysis/v46_returned_package_regression_suite/status_board_markdown_roundtrip_renderer/synthetic_manual_drift.md""
}
"	(empty)
returned_package_preflight_dryrun	operator_routing	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_preflight_dryrun.py --outdir analysis/v46_returned_package_regression_suite/returned_package_preflight_dryrun --fail-on-error	0	3.49	PASS	"{
  ""all_score_values_read_false"": true,
  ""cases"": ""analysis/v46_returned_package_regression_suite/returned_package_preflight_dryrun/returned_package_preflight_dryrun_cases.tsv"",
  ""n_case_fail"": 0,
  ""n_cases"": 6,
  ""n_step_fail"": 0,
  ""n_steps"": 13,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 one-command returned-package preflight dry run; no biological claim"",
  ""repair_coverage_status"": ""PASS"",
  ""state_transition_status"": ""PASS"",
  ""steps"": ""analysis/v46_returned_package_regression_suite/returned_package_preflight_dryrun/returned_package_preflight_dryrun_steps.tsv"",
  ""synthetic"": true
}
"	(empty)
returned_package_state_transition_validator	state_transitions	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_state_transition_validator.py --outdir analysis/v46_returned_package_regression_suite/state_transition_validator --fail-on-error	0	0.043	PASS	"{
  ""allowed_transitions"": ""analysis/v46_returned_package_regression_suite/state_transition_validator/returned_package_allowed_transitions.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/state_transition_validator/returned_package_state_transition_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/state_transition_validator/RETURNED_PACKAGE_STATE_TRANSITION_VALIDATOR.md"",
  ""n_allowed_edges"": 25,
  ""n_forbidden_shortcut_checks"": 14,
  ""n_lint_checks"": 79,
  ""n_lint_fail"": 0,
  ""n_premature_report_paths"": 0,
  ""n_premature_score_paths"": 0,
  ""n_scenario_transition_rows"": 56,
  ""n_scenarios"": 8,
  ""n_states"": 19,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 returned-package state-transition validator; no biological claim"",
  ""scenario_transitions"": ""analysis/v46_returned_package_regression_suite/state_transition_validator/returned_package_state_transition_scenarios.tsv"",
  ""states"": ""analysis/v46_returned_package_regression_suite/state_transition_validator/returned_package_states.tsv"",
  ""synthetic"": true
}
"	(empty)
operator_transcript_fixture	operator_navigation	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_operator_transcript_fixture.py --outdir analysis/v46_returned_package_regression_suite/operator_transcript_fixture --fail-on-error	0	0.047	PASS	"{
  ""all_score_values_read_false"": true,
  ""cases"": ""analysis/v46_returned_package_regression_suite/operator_transcript_fixture/operator_transcript_cases.tsv"",
  ""lint"": ""analysis/v46_returned_package_regression_suite/operator_transcript_fixture/operator_transcript_lint.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/operator_transcript_fixture/OPERATOR_TRANSCRIPT_FIXTURE.md"",
  ""n_case_fail"": 0,
  ""n_lint_checks"": 69,
  ""n_lint_fail"": 0,
  ""n_scenarios"": 3,
  ""n_steps"": 12,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 returned-package operator transcript fixture; no biological claim"",
  ""steps"": ""analysis/v46_returned_package_regression_suite/operator_transcript_fixture/operator_transcript_steps.tsv"",
  ""synthetic"": true
}
"	(empty)
returned_package_handoff_bundle_manifest	operator_navigation	/Users/soeren.leibach/Projects/ms-auto-research/.venv/bin/python scripts/v46_returned_package_handoff_bundle_manifest.py --outdir analysis/v46_returned_package_regression_suite/handoff_bundle_manifest --fail-on-error	0	0.047	PASS	"{
  ""all_score_values_read_false"": true,
  ""lint"": ""analysis/v46_returned_package_regression_suite/handoff_bundle_manifest/returned_package_handoff_bundle_lint.tsv"",
  ""manifest"": ""analysis/v46_returned_package_regression_suite/handoff_bundle_manifest/returned_package_handoff_bundle_manifest.tsv"",
  ""markdown"": ""analysis/v46_returned_package_regression_suite/handoff_bundle_manifest/RETURNED_PACKAGE_HANDOFF_BUNDLE_MANIFEST.md"",
  ""n_lint_checks"": 104,
  ""n_lint_fail"": 0,
  ""n_manifest_rows"": 26,
  ""overall_status"": ""PASS"",
  ""purpose"": ""V46 returned-package handoff bundle manifest; no biological claim"",
  ""synthetic"": false
}
"	(empty)
