index_date_utc	hit_id	title	route	locator	canonical_cluster	cluster_status	safe_use	same_definition_gate_status	independent_source_count_allowed	exact_validation_candidate	no_recount_without_new_same_definition_package	source_search_family	open_gwas_used	reason	source_qa_input
2026-06-28T18:25:00+00:00	PMID39949773	Apheresis relapse treatment gene-expression paper	Europe PMC	https://europepmc.org/article/MED/39949773	apheresis_relapse_context	single context-only source cluster	context_only	not_satisfied_context_only	false	false	true	task68_europepmc_metadata_search	false	Adjacent relapse/aferesis/NMOSD context; no same-definition V22/V32 validation gates.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	GSE261258	Human regulatory memory B cells TIM-1/TIGIT dysfunctional in MS	NCBI GDS	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261258	ms_bcell_dysfunction_context	single context-only source cluster	context_only	not_satisfied_context_only	false	false	true	task68_ncbi_gds_metadata_search	false	MS B-cell biology context; no treatment-response labels or paired treatment timing visible.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	GSE239703	RelA/c-Rel CD4+ T-cell function in MS and cancer scRNA	NCBI GDS	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239703	rela_crel_mechanistic_context	single context-only source cluster	context_only	not_satisfied_context_only	false	false	true	task68_ncbi_gds_metadata_search	false	Mechanistic cell-function context; not treatment-response validation.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	GSE239700	RelA/c-Rel CD4+ T-cell function in MS and cancer bulk mouse	NCBI GDS	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239700	rela_crel_mechanistic_context	same mechanism family as GSE239703 but mouse/bulk row	context_only	not_satisfied_context_only	false	false	true	task68_ncbi_gds_metadata_search	false	Mouse/mechanistic row; not independent validation evidence.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	GSE312339	Fetal and maternal guinea pig liver transcriptomes	NCBI GDS	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE312339	false_positive_non_ms_animal_liver	false positive	reject_false_positive	not_applicable_false_positive	false	false	true	task68_ncbi_gds_metadata_search	false	Non-MS animal/liver keyword collision.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	S-EPMC10360655	Dimethyl fumarate-related immune and transcriptional signature is associated with clinical response in MS-treated patients	BioStudies	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10360655	gse235357_sanchez_sanz_dmf_pbmc_response	duplicate/alternate metadata for already-held GSE235357 and existing V50 external record	partial_hit_metadata_only	not_satisfied_metadata_partial	false	false	true	task74_biostudies_arrayexpress_metadata_search	false	Same source cluster as GSE235357 / Sánchez-Sanz 2023 already represented by local held data and external record; not an independent fresh cohort.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	S-EPMC10855583	Response to Fingolimod in MS Patients Is Associated with Differential Transcriptomic Regulation	BioStudies	https://www.ebi.ac.uk/biostudies/studies/S-EPMC10855583	fingolimod_response_transcriptome_context	likely same author/program family as S-EPMC6068231; not DMF/V22 exact	partial_hit_metadata_only	not_satisfied_metadata_partial	false	false	true	task74_biostudies_arrayexpress_metadata_search	false	Non-DMF fingolimod response transcriptome context; not independent DMF validation and likely overlaps the already-used fingolimod response lineage.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	S-EPMC6068231	Immunophenotype and Transcriptome Profile of MS Patients Treated With Fingolimod	BioStudies	https://www.ebi.ac.uk/biostudies/studies/S-EPMC6068231	fingolimod_response_transcriptome_context	already-used/known fingolimod response lineage	partial_hit_metadata_only	not_satisfied_metadata_partial	false	false	true	task74_biostudies_arrayexpress_metadata_search	false	Same broad source family as already-audited fingolimod response cohort GSE250453; do not count as fresh independent validation.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	S-EPMC4654830	Transcriptional response to interferon beta-1a treatment in SPMS	BioStudies	https://www.ebi.ac.uk/biostudies/studies/S-EPMC4654830	ifnb_spms_transcriptional_response_context	context-only source cluster	context_only	not_satisfied_context_only	false	false	true	task74_biostudies_arrayexpress_metadata_search	false	Different drug and disease-stage frame; useful IFN context only.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	S-EPMC5413827	Delayed-release dimethyl fumarate NEDA integrated analysis	BioStudies	https://www.ebi.ac.uk/biostudies/studies/S-EPMC5413827	dmf_neda_clinical_no_transcriptome_context	context-only source cluster	context_only	not_satisfied_context_only	false	false	true	task74_biostudies_arrayexpress_metadata_search	false	Clinical NEDA analysis without PBMC transcriptomic paired module package visible.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
2026-06-28T18:25:00+00:00	S-EPMC9351505	High-dimensional immune profiling biomarker to monitor DMF response in MS	BioStudies	https://www.ebi.ac.uk/biostudies/studies/S-EPMC9351505	diebold_2022_dmf_immune_monitoring	duplicate/alternate metadata for existing V50 Diebold record	context_only	not_satisfied_context_only	false	false	true	task74_biostudies_arrayexpress_metadata_search	false	Same source cluster as existing Diebold 2022 external record and V24 scout; mass cytometry/flow context, not transcriptomic module validation.	analysis/v50_source_hit_independence_qa/source_hit_independence_qa.tsv
