path	record_id	field	word_limit	word_count	status	detail
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	claim	60	30	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	project_use	60	7	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	future_grounding_route	80	26	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/arrayexpress_biostudies_functional_genomics.json	resource.arrayexpress_biostudies.functional_genomics.2026-06-13	why_unverifiable	80	20	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	claim	60	32	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	project_use	60	8	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	future_grounding_route	80	20	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/biostudies_database.json	resource.biostudies.database.2026-06-13	why_unverifiable	80	17	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	claim	60	18	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	project_use	60	10	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	future_grounding_route	80	22	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/clinicaltrials_gov.json	resource.clinicaltrials_gov.2026-06-13	why_unverifiable	80	21	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	claim	60	21	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	project_use	60	12	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	future_grounding_route	80	21	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	why_unverifiable	80	20	PASS	short sourced summary required; do not paste long source passages
knowledge_external/catalogs/resources/dailymed_drug_labels.json	resource.dailymed.drug_labels.2026-06-13	source_terms.license_or_terms_label	30	9	PASS	short sourced summary required; do not paste long source passages
