gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call
CD9	4	0.648199136136992	-0.03797889577815061	0.7466880318269618	0.6581535851623066	0.49178807715273654	0.010337211387500655	-0.014949441746298975	True	False	0.875	0.625	0.875		False	1.0	0.9889744952178533	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PCDHB12	4	0.515551873297621	-0.135083627269436	0.7421700762203622	0.5620723539922261	0.3243932942561083	-0.32718346671154097	0.008820724583888717	True	False	0.125	0.375	0.125		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
COQ4	4	0.5191567922119027	-0.08832491618014493	0.7390299162587112	0.2871914616648299	0.7511221227589755	0.00919714389207571	-0.014163625408208258	True	False	0.375	0.875	0.25		False	0.9052095024317247	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
IFT52	3	0.5632940637302515	-0.1756527936527068	0.7389468573829583	0.42938782601718106	0.5676998233733981	0.26604799641368837	-0.7779575004594506	True	False	0.25	1.0	0.5		False	0.8221627590893646	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PLIN4	3	0.7719203306050704	0.05293108575005445	0.7387369483265096	0.8192780303354286	0.27974679541855174	0.1564211491446632	-0.050558977644554304	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
MREG	3	0.5412799937070207	0.0015512036572216115	0.7381558563486115	0.31039290641957695	0.7721670809944645	0.1377418404633426	-0.13463943314889937	True	False	0.5	1.0	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TAGAP1	3	0.6934939204446955	-0.1460047471850141	0.7333646644709861	0.5887785798630096	1.2360366443608535	-0.3474861099366757	0.055476615566647514	True	False	0.25	0.75	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SEMA4G	4	0.896898461777427	0.1556372168619089	0.7332074846621264	0.8357244257224505	0.9580724978324036	-0.03507134744281015	0.12541364647884023	True	False	0.125	1.0	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GABPA	4	0.8202733951801418	0.11639625675046117	0.7326181804475197	0.6390909706469303	1.3012351058529699	-0.14132339797264915	0.3439805377256213	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
BC048403	4	0.6607557720504716	-0.23076123027019796	0.7319362981813718	0.5347260328551893	0.41568457792529245	0.13704900278542298	-0.5248794299121153	True	False	0.25	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
A4GNT	4	0.5609582642111298	-0.013984896350760945	0.7307118748476977	0.32593420645787297	0.7342225275086176	-0.22434160792933922	0.321094170089383	True	False	0.25	1.0	0.875		False	0.8221627590893646	1.0	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
KIF24	2	0.5826905901023329	-0.136707819710717	0.7193984098130499	0.3900732639616624	0.7753079162430034	-0.4202899750253126	0.14687433560387864	True	False					False				KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ICAM2	4	0.6423229637216714	-0.03436504392793038	0.7149611729355311	0.402746749563754	0.7440904435925324	-0.29423257743904774	0.00010338708881674208	True	False	0.25	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ZFP385A	4	0.5147650561279198	-0.12487149029712863	0.7141892442557852	0.5249544080270245	0.504575704228815	0.06502032424817372	-0.29717936730828076	True	False	0.25	0.625	0.25		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
IL12RB1	3	0.5950720764583739	-0.054634804841360296	0.7130900092706136	0.6001806944299402	0.5759709535359545	0.039647788483685886	-0.012708799031477369	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ANKUB1	4	0.5133454797721521	-0.24949164791015055	0.7092927600471219	0.48854069363311137	0.5381502659111927	-0.23327230450450887	-0.26571099131579223	True	False	0.375	0.125	0.25		False	0.9052095024317247	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TBX6	4	0.5228114670613794	-0.2555324217497805	0.7058020963375626	0.4571549691387655	0.6341581010161188	-0.045344186274658194	-0.19695631784019407	True	False	0.125	0.25	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
DNAH9	3	0.5702024941102832	-0.1579706204428344	0.6986723504031553	0.6455836707200313	0.49482131750053515	-0.2493535043756503	-0.06152009329250907	True	False	0.25	0.75	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
OBFC1	3	0.7674388900189721	0.07763388365924295	0.6898050063597292	0.3624747728501987	0.9575812559674963	0.06717468481026057	-0.02428783152623515	True	False	0.25	0.75	0.5		False	0.8221627590893646	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
PLSCR4	3	0.5670760989555359	-0.0006958567086909895	0.6893870135379143	0.7782035014060202	0.45859226084666505	-0.14788742136876998	-0.20805880673487698	True	False	0.5	0.75	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
BPIFB2	4	0.5252705936067218	-0.28947109419445405	0.6841443263343	0.5745448524538372	0.3343913322512073	0.18252681293751416	-0.493189466148775	True	False	0.125	0.375	0.125		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CCDC121	4	0.6599562719645746	-0.19342704158919277	0.6827272084298491	0.5665245637192033	0.7533879802099459	-0.08601083796008369	-0.6668322081509164	True	False	0.25	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LRRC61	2	0.6433061788842683	-0.03671761489146752	0.6800237937757359	0.7629736925495922	0.5236386652189444	0.0710198397949744	-0.14445506957790943	True	False					False				KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NDST4	4	0.7243616588298085	0.04040168954402834	0.678671127146643	0.6004266370441123	0.8812720349253873	0.09476850665437708	0.1754637847356555	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
4732456N10RIK	3	0.6613940821006923	-0.01328183227443569	0.674675914375128	0.6519511632234867	0.5368274872041554	0.0005439964312410339	-0.08829489666186019	True	False	0.5	0.75	0.5		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
LARP4B	3	0.546430616996072	-0.12263336823561599	0.669063985231688	0.25419027191545807	0.807487130719795	-0.21216799015413468	-0.24984189928425504	True	False	1.0	0.5	1.0		False	1.0	0.9889744952178533	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
TDRD1	4	0.6142711045704015	-0.12834968744203934	0.667572709720756	0.4628273046203937	0.47525301485074567	-0.27785090018441605	0.3297775226570925	True	False	0.25	0.375	0.25		False	0.8221627590893646	0.9645063778899814	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CLEC7A	4	0.5720025779254587	0.13309118743976023	0.6670469582228472	0.5472134656088881	0.3501724523715195	-0.01342525082305479	0.26903485419005024	True	False	0.375	0.875	0.625		False	0.9052095024317247	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
KLHL33	3	0.7642227020290462	0.10417094730773702	0.6600517547213092	0.7512423757192179	0.7772030283388744	-0.08318469764068448	0.2915265922561585	True	False	0.5	0.5	0.75		False	0.9600924529799222	0.9889744952178533	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
HADHB	4	0.5374394778547797	-0.12463688767972458	0.6585797676778689	0.809333905240949	0.33689403946453544	-0.01819027070345891	-0.001173834295181031	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CRTC2	4	0.7058290983084972	0.01818456233482213	0.6561086787603776	0.5456229436768503	1.010392213205376	0.17407635153616585	0.01807302715351833	True	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
DAB2	4	0.5406226648479175	0.08162354225736645	0.6555390813258746	0.43910729491410416	0.5933553183944733	0.2171884861384601	-0.017134446261207525	True	False	0.375	0.625	0.375		False	0.9052095024317247	0.9889744952178533	0.9965506589785832	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
H2-M1	4	0.6795273340421022	0.056350403820851436	0.6535091677864131	0.7817360485120515	0.5229605230792904	-0.18395125326566042	0.17425954714399516	True	False	0.25	0.875	0.625		False	0.8221627590893646	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
GRID2	4	0.5632903108768312	-0.038606718719195965	0.6505091159480573	0.557577766459064	0.5915254246576764	0.21111371184269911	0.11512893774434652	True	False	0.625	0.875	0.625		False	0.9600924529799222	1.0	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SEMA5B	4	0.6155049450773036	-0.12448095436751117	0.6501880204635433	0.65837452784272	0.6283414917601742	0.33829307258867236	-0.4520460222734761	True	False	0.125	0.625	0.125		False	0.8221627590893646	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
NFKBIZ	4	0.6529974914967102	-0.06741245678488705	0.6299464031376492	0.7840525079328253	0.3974215502712575	-0.07936681231581177	-0.11669030489440346	True	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
KRTAP19-5	4	0.560221082828601	0.03453645196675048	0.6240765229166133	0.3489248509612346	0.33870054819391027	0.3255652574550232	-0.19261560585638615	True	False	0.25	1.0	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
CCNJ	3	0.6238250864716883	0.037555187699478854	0.6177052987012361	0.8276935780675139	0.4199565948758628	0.2785647260779811	0.020817893421841482	True	False	0.5	0.25	0.5		False	0.9600924529799222	0.8757238508867174	0.9971256078463695	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SRR	4	0.503397578733339	0.044374032949531905	0.6165454584805455	0.38668397346959704	0.683838764206997	-0.017392009524726637	0.023067785872991076	True	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
ENTPD8	4	0.6553606079472187	-0.02752463300597241	0.615982037650057	0.4839209005706073	0.6098802175742712	0.1628919956574002	-0.21794126166934502	True	False	0.375	0.625	0.125		False	0.9052095024317247	0.9889744952178533	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
SEC14L4	4	0.7520364657235611	0.002359347808753909	0.6112508984086826	0.4638940561177276	1.0676159265413938	-0.0874245303266532	0.2759889184152158	True	False	0.25	0.875	0.25		False	0.8221627590893646	1.0	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
4922502D21RIK	4	0.5270606063759188	-0.08125380815041461	0.6083144145263334	0.6222805266295222	0.49866468655935337	-0.1310854090351412	-0.19150721461318998	True	False	0.125	0.125	0.125		False	0.8221627590893646	0.8757238508867174	0.920009505703422	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
JAG2	3	0.7749726279084692	0.16827743445939847	0.6066951934490707	0.783163665087871	1.1042699025782823	-0.2657695199563599	0.4450778608396111	True	False	0.5	0.5	1.0		False	0.9600924529799222	0.9889744952178533	1.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR
