source	pattern	effect	hedges_g	p_value	tier_minus_1_flag	interpretation	next_check	abs_hedges_g
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre isg_only	0.8662848708925912	1.1650466279097202	0.0244885397403443	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	1.1650466279097202
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre cd74_alone	0.060859620694444	0.1996178698547375	0.6696070367084628	False	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	0.1996178698547375
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre receptor_only_cd74_cd44_cxcr4	0.1489100617017715	0.6085515713906783	0.2393443007509985	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	0.6085515713906783
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre hla_ii_without_cd74	0.1017265777256959	0.3447964118802024	0.4898578270285561	False	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	0.3447964118802024
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre ifn_apc	0.6358630063022481	1.0723962239804703	0.0368672189211126	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	1.0723962239804703
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre monocyte_marker	0.0958724930240748	0.3219127862668242	0.5039559151863111	False	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	0.3219127862668242
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre pdc_marker	-0.231621113687499	-1.042671101753469	0.0384481481917588	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	1.042671101753469
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre neutrophil_marker	0.3145609478083351	1.1330365830564075	0.0262264465050726	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	1.1330365830564075
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre platelet_marker	0.8206577388359371	1.031401084388657	0.0433069614434735	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	1.031401084388657
results/pregnancy_dimension/gse17410_ms_sensitivity	GSE17410 month9_vs_pre erythroid_marker	2.791872935925154	1.3560227945307173	0.0095820155276057	True	MS late-pregnancy component shift; Tier -1 if loose p or effect-size criteria pass.	validate in independent pregnancy/postpartum blood data or deconvolve cell source	1.3560227945307173
